82.0,73.0,8.1,487.0
91.0,65.0,8.7,173.0
83.0,36.0,6.1,68.0
71.0,75.0,6.9,627.0
96.0,81.0,9.1,8665.0
62.0,36.0,7.6,22.0
85.0,46.0,6.4,108.0
83.0,59.0,8.8,55.0
42.0,10.0,5.5,16.0
85.0,41.0,6.8,58.0
81.0,66.0,8.5,142.0
73.0,33.0,2.9,67.0
71.0,11.0,7.2,31.0
89.0,82.0,9.0,478.0
84.0,21.0,8.4,189.0
86.0,14.0,6.2,115.0
66.0,46.0,6.5,39.0
84.0,42.0,9.1,51.0
86.0,14.0,8.5,28.0
90.0,69.0,7.9,2954.0
75.0,69.0,5.6,382.0
76.0,46.0,7.7,668.0
80.0,18.0,6.7,87.0
77.0,35.0,8.7,27.0
78.0,42.0,6.7,76.0
82.0,8.0,6.9,20.0
72.0,7.0,7.2,6.0
76.0,42.0,7.1,71.0
68.0,24.0,8.2,27.0
71.0,41.0,6.6,405.0
81.0,24.0,8.9,54.0
88.0,17.0,8.9,42.0
80.0,35.0,8.6,43.0
76.0,91.0,6.3,635.0
87.0,37.0,8.2,440.0
84.0,31.0,9.0,52.0
87.0,55.0,9.4,306.0
79.0,31.0,5.5,56.0
80.0,89.0,7.5,914.0
83.0,45.0,7.8,52.0
87.0,22.0,8.1,48.0
74.0,53.0,5.7,72.0
77.0,59.0,7.9,288.0
74.0,16.0,8.0,13.0
79.0,61.0,8.0,139.0
80.0,32.0,5.6,136.0
91.0,25.0,8.2,858.0
92.0,44.0,8.8,204.0
84.0,70.0,8.6,219.0
80.0,37.0,7.6,127.0
73.0,40.0,7.3,480.0
71.0,47.0,6.6,233.0
92.0,55.0,8.1,220.0
79.0,76.0,5.9,1095.0
92.0,69.0,8.3,156.0
88.0,73.0,7.0,206.0
80.0,15.0,7.9,16.0
88.0,93.0,8.2,573.0
94.0,72.0,9.2,317.0
81.0,37.0,6.1,208.0
80.0,41.0,6.6,132.0
81.0,74.0,7.5,211.0
82.0,26.0,8.9,28.0
82.0,33.0,5.4,347.0
80.0,33.0,6.9,614.0
82.0,54.0,6.3,539.0
74.0,17.0,7.9,30.0
79.0,72.0,7.6,110.0
66.0,30.0,7.3,136.0
69.0,21.0,7.6,50.0
90.0,31.0,6.1,1358.0
83.0,30.0,7.5,511.0
64.0,45.0,7.5,30.0
77.0,26.0,9.0,20.0
87.0,44.0,7.8,212.0
62.0,5.0,5.2,54.0
85.0,35.0,8.2,28.0
90.0,38.0,6.7,127.0
89.0,31.0,8.5,92.0
78.0,24.0,9.3,201.0
84.0,26.0,4.9,142.0
81.0,17.0,8.9,89.0
84.0,56.0,8.7,44.0
73.0,46.0,5.0,845.0
86.0,66.0,8.3,382.0
83.0,58.0,7.9,427.0
84.0,60.0,9.0,212.0
89.0,50.0,8.1,100.0
74.0,58.0,7.9,1287.0
85.0,82.0,7.6,520.0
90.0,53.0,5.6,953.0
44.0,7.0,6.2,11.0
77.0,45.0,7.1,136.0
69.0,33.0,8.2,57.0
95.0,66.0,8.5,997.0
64.0,54.0,7.1,34.0
72.0,21.0,7.8,54.0
49.0,5.0,5.2,24.0
73.0,16.0,7.1,27.0
71.0,85.0,6.1,1571.0
83.0,68.0,7.9,51.0
89.0,66.0,8.9,443.0
82.0,62.0,8.6,208.0
92.0,41.0,8.8,120.0
72.0,42.0,7.1,78.0
75.0,26.0,8.8,41.0
59.0,40.0,5.9,71.0
72.0,38.0,9.0,34.0
82.0,41.0,8.2,68.0
73.0,26.0,6.0,43.0
78.0,26.0,8.9,53.0
86.0,56.0,8.2,63.0
48.0,11.0,3.3,4.0
86.0,19.0,7.7,41.0
89.0,65.0,8.1,307.0
73.0,24.0,7.7,29.0
62.0,34.0,8.1,97.0
89.0,54.0,8.7,1397.0
70.0,34.0,7.7,17.0
81.0,5.0,6.6,480.0
92.0,72.0,9.1,1130.0
64.0,48.0,6.4,182.0
89.0,43.0,7.4,1984.0
88.0,67.0,8.8,545.0
76.0,44.0,7.1,107.0
71.0,19.0,5.7,9.0
87.0,14.0,8.8,45.0
76.0,11.0,7.9,14.0
75.0,53.0,7.8,162.0
80.0,46.0,7.6,82.0
80.0,53.0,6.2,667.0
56.0,20.0,4.1,95.0
68.0,40.0,6.6,167.0
81.0,57.0,8.7,34.0
85.0,83.0,8.4,431.0
88.0,69.0,8.3,225.0
69.0,24.0,7.7,59.0
67.0,71.0,5.0,1407.0
93.0,58.0,8.6,118.0
90.0,31.0,8.8,70.0
80.0,33.0,8.9,41.0
71.0,29.0,8.1,41.0
87.0,55.0,7.7,455.0
78.0,39.0,6.4,55.0
87.0,51.0,8.0,106.0
77.0,32.0,8.9,137.0
83.0,19.0,7.6,78.0
63.0,18.0,8.3,22.0
93.0,33.0,8.5,1647.0
79.0,48.0,8.5,69.0
72.0,61.0,7.5,87.0
86.0,81.0,6.0,1079.0
88.0,25.0,8.0,69.0
80.0,22.0,8.6,31.0
57.0,47.0,6.3,117.0
80.0,18.0,9.2,46.0
92.0,15.0,7.4,48.0
84.0,43.0,7.5,80.0
83.0,75.0,6.5,134.0
86.0,43.0,6.4,557.0
79.0,78.0,7.1,506.0
90.0,45.0,8.6,80.0
69.0,31.0,7.8,58.0
70.0,11.0,7.8,17.0
85.0,38.0,4.4,132.0
74.0,46.0,7.5,685.0
29.0,7.0,4.6,7.0
81.0,43.0,8.5,90.0
88.0,47.0,6.7,162.0
49.0,15.0,6.6,13.0
82.0,39.0,7.7,145.0
76.0,19.0,4.1,91.0
78.0,17.0,9.1,90.0
86.0,39.0,6.7,41.0
71.0,32.0,8.5,24.0
74.0,12.0,8.4,248.0
71.0,18.0,7.9,75.0
70.0,16.0,7.4,8.0
73.0,42.0,6.5,403.0
94.0,16.0,8.1,297.0
84.0,55.0,8.6,246.0
76.0,37.0,7.9,84.0
87.0,31.0,7.8,790.0
82.0,22.0,7.9,76.0
80.0,4.0,4.5,8.0
87.0,25.0,8.5,36.0
67.0,25.0,8.3,66.0
80.0,68.0,8.8,206.0
70.0,24.0,7.5,28.0
83.0,90.0,8.4,932.0
82.0,42.0,4.8,1265.0
72.0,9.0,6.0,5.0
85.0,17.0,7.9,70.0
89.0,81.0,8.9,1441.0
96.0,54.0,8.9,797.0
82.0,27.0,8.2,11.0
94.0,36.0,8.0,84.0
68.0,66.0,5.1,1147.0
88.0,64.0,9.0,178.0
83.0,23.0,8.3,46.0
80.0,54.0,6.0,148.0
89.0,46.0,7.6,105.0
87.0,85.0,7.9,863.0
75.0,65.0,7.3,1223.0
90.0,62.0,8.9,491.0
85.0,41.0,8.5,47.0
57.0,53.0,7.6,47.0
47.0,21.0,6.6,129.0
87.0,35.0,8.6,44.0
75.0,30.0,7.4,27.0
76.0,7.0,7.7,10.0
84.0,58.0,8.1,47.0
75.0,5.0,9.0,54.0
91.0,29.0,9.3,198.0
83.0,46.0,8.9,73.0
84.0,29.0,6.1,27.0
71.0,34.0,5.7,33.0
70.0,25.0,8.2,24.0
84.0,25.0,8.0,21.0
80.0,55.0,9.1,57.0
82.0,35.0,4.9,83.0
83.0,66.0,8.0,291.0
81.0,28.0,7.1,47.0
83.0,75.0,8.0,340.0
65.0,38.0,6.8,135.0
55.0,6.0,6.2,6.0
83.0,35.0,8.7,99.0
55.0,61.0,3.5,145.0
78.0,38.0,8.3,444.0
63.0,94.0,6.6,3172.0
92.0,33.0,8.9,71.0
54.0,83.0,6.5,1074.0
78.0,41.0,8.1,31.0
78.0,18.0,7.9,27.0
79.0,51.0,7.1,453.0
61.0,60.0,5.4,575.0
82.0,9.0,6.3,101.0
91.0,39.0,7.6,26.0
80.0,55.0,7.7,134.0
78.0,26.0,2.5,5664.0
88.0,56.0,7.9,815.0
89.0,25.0,8.9,43.0
84.0,57.0,9.1,81.0
83.0,25.0,8.7,35.0
20.0,13.0,1.9,41.0
95.0,54.0,8.4,937.0
87.0,18.0,8.6,23.0
74.0,17.0,5.3,77.0
71.0,94.0,4.5,5096.0
82.0,59.0,8.8,64.0
94.0,27.0,8.5,1863.0
64.0,8.0,7.1,7.0
53.0,15.0,6.9,28.0
96.0,82.0,9.4,767.0
64.0,62.0,5.9,104.0
78.0,58.0,8.5,301.0
82.0,50.0,7.9,135.0
90.0,70.0,7.9,2280.0
79.0,20.0,8.2,25.0
92.0,44.0,9.1,200.0
67.0,32.0,8.5,12.0
73.0,35.0,7.9,46.0
93.0,41.0,9.1,125.0
90.0,14.0,6.8,4.0
83.0,40.0,8.9,106.0
87.0,10.0,8.3,36.0
87.0,41.0,7.9,597.0
84.0,28.0,7.8,13.0
94.0,15.0,8.8,81.0
83.0,37.0,7.9,24.0
86.0,68.0,7.9,1346.0
71.0,9.0,9.0,85.0
79.0,103.0,8.2,2161.0
44.0,17.0,8.0,41.0
93.0,35.0,8.3,33.0
78.0,28.0,8.7,22.0
83.0,44.0,9.2,19.0
81.0,42.0,6.5,325.0
83.0,22.0,8.3,28.0
79.0,59.0,7.2,114.0
72.0,29.0,8.4,71.0
89.0,69.0,8.8,1940.0
77.0,49.0,8.5,156.0
71.0,33.0,7.9,51.0
56.0,24.0,6.7,18.0
77.0,52.0,6.3,82.0
79.0,64.0,8.3,544.0
68.0,38.0,7.2,56.0
72.0,76.0,7.6,233.0
88.0,18.0,8.9,18.0
83.0,51.0,8.5,120.0
82.0,15.0,7.5,383.0
92.0,42.0,9.1,93.0
70.0,98.0,8.1,2652.0
89.0,39.0,8.7,121.0
89.0,23.0,8.8,40.0
90.0,19.0,8.8,53.0
88.0,29.0,8.8,35.0
86.0,80.0,7.8,869.0
84.0,65.0,8.0,131.0
74.0,50.0,3.1,69.0
61.0,28.0,7.9,69.0
83.0,22.0,7.7,262.0
80.0,44.0,7.9,50.0
77.0,33.0,8.7,20.0
76.0,39.0,8.7,55.0
81.0,77.0,6.7,559.0
69.0,40.0,8.0,37.0
81.0,74.0,8.0,267.0
86.0,17.0,9.2,326.0
72.0,49.0,7.8,125.0
83.0,24.0,7.5,36.0
94.0,12.0,8.7,850.0
85.0,75.0,6.7,288.0
96.0,16.0,9.2,568.0
74.0,19.0,6.1,47.0
53.0,34.0,6.7,106.0
75.0,54.0,8.2,267.0
69.0,8.0,6.8,6.0
85.0,62.0,7.9,157.0
76.0,38.0,8.2,253.0
76.0,18.0,7.6,13.0
66.0,66.0,6.5,279.0
84.0,63.0,8.2,311.0
78.0,69.0,6.8,908.0
90.0,18.0,8.7,24.0
79.0,81.0,5.4,779.0
78.0,15.0,5.8,712.0
72.0,40.0,8.0,5.0
80.0,19.0,6.4,138.0
55.0,10.0,8.6,45.0
64.0,25.0,7.9,53.0
84.0,46.0,8.5,57.0
79.0,21.0,6.8,18.0
84.0,32.0,8.1,41.0
83.0,54.0,8.5,134.0
38.0,10.0,5.7,7.0
54.0,26.0,9.0,133.0
73.0,14.0,7.0,13.0
71.0,37.0,5.7,36.0
86.0,39.0,8.5,31.0
79.0,58.0,8.0,62.0
74.0,15.0,8.7,35.0
89.0,25.0,6.9,49.0
79.0,73.0,8.1,1116.0
74.0,79.0,7.8,458.0
88.0,62.0,8.2,492.0
80.0,27.0,8.2,99.0
88.0,23.0,9.0,713.0
69.0,6.0,8.1,14.0
90.0,78.0,8.0,215.0
87.0,25.0,8.6,47.0
80.0,80.0,7.4,770.0
64.0,28.0,7.8,13.0
82.0,37.0,6.7,146.0
89.0,35.0,7.9,781.0
